candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Lee Bright,leebright,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Lost,None,24.95,No,,,,,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,3,11,0.0
William Timmons,votetimmons,reptimmons,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,19.21,Yes,,,,,,,,No,,,,,,,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,41,4,10,27,0.0975609756097561
Dan Hamilton,dphamilton,RepDanHamilton,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,18.62,No,,,,,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,162,44,69,49,0.2716049382716049
Stephen Brown,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,7.57,No,,,,,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Burns,pastormarkburns,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,2.48,No,,,,,,,,No,,,,,,,False,0,8,3,4,17,10,2,13,2,2,0,2,2,2,0,2,190,725,145,259,321,0.2
Barry Bell,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.3,No,,,,,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Kimbrell,Josh_Kimbrell,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,11.13,No,,,,,,,,Yes,,,,,,,False,1,6,1,3,11,6,1,2,0,0,1,0,0,0,1,7,21,253,83,71,99,0.32806324110671936
James Epley,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,8.03,No,,,,,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shannon Pierce,ShannonPierceSC,dshannonpierce,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,3.64,No,,,,,,,,No,,,,,,,False,0,0,4,1,0,0,2,1,0,0,0,0,0,0,0,1,2,132,5,25,102,0.03787878787878788
Claude Schmid,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,2.11,No,,,,,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dan Albert,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.76,No,,,,,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
John Marshall Mosser,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.68,No,,,,,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Justin David Sanders,JSandersSC04,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.53,No,,,,,,,,No,,,,,,,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,5,8,7,0.25
Kristi L. Noem,KristiNoem,,SD,Governor of South Dakota,Governor,Regular,6/5/18,Advanced,None,On the Ballot,56.03,Yes,,,,,,,Yes,,,,,,,,False,1,4,6,11,4,0,13,20,33,1,0,0,0,0,0,8,36,560,48,137,375,0.08571428571428573
Marty J. Jackley,martyjackley,,SD,Governor of South Dakota,Governor,Regular,6/5/18,Lost,None,None,43.96,No,,,,,,,No,,,,,,,,False,0,6,5,6,4,0,13,16,3,0,1,0,0,0,0,5,11,581,72,107,402,0.12392426850258174
Dusty Johnson,DustyJohnson,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,46.81,Yes,Yes,,,,,,No,,Yes,,,No,,,False,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,95,18,30,47,0.18947368421052632
Neal Tapio,,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,None,23.87,No,No,,,,,,No,,No,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shantel Krebs,,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,None,29.34,No,Yes,,,,,,Yes,,No,,,Yes,,No,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Diane Black,RepDianeBlack,DianeBlackTN,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,23.0,No,,,,,Yes,Yes,Yes,,,,,,,,False,3,29,21,75,71,3,16,55,26,0,0,0,0,0,0,22,142,1137,151,298,688,0.13280562884784522
Randy Boyd,randyboyd,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,24.4,No,,,,,No,No,No,,,,,,,,False,0,2,15,8,7,1,67,61,7,0,0,0,0,0,0,9,15,955,40,142,773,0.041884816753926704
Beth Harwell,BethHarwellTN,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,15.3,No,,,,,No,No,No,,,,,,,,False,0,0,4,3,3,0,15,7,2,0,0,0,0,0,0,3,11,301,17,64,220,0.05647840531561463
Bill Lee,BillLeeTN,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Advanced,None,On the Ballot,36.8,Yes,,,,,No,No,No,,,,,,,,False,0,8,19,0,4,3,36,14,3,0,0,0,0,0,0,4,10,1005,66,114,825,0.06567164179104477
Basil Marceaux,Marceaux2018,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,0.2,No,,,,,No,No,No,,,,,,,,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,47,15,24,8,0.3191489361702128
Kay White,kaywhite4tngov,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,0.4,No,,,,,No,No,No,,,,,,,,False,0,8,10,3,13,1,27,7,9,5,0,0,0,0,0,1,60,400,91,187,122,0.2275
Jason Emert,JasonEmert,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,2.3,No,,,,,,,,,No,,,No,,,False,0,11,7,4,12,0,6,25,5,0,0,0,0,0,0,11,81,846,75,206,565,0.08865248226950355
Jimmy Matlock,JimmyMatlockTN,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,36.1,No,,,,,,,,,Yes,,,No,,,False,1,4,0,9,6,1,2,8,6,1,0,0,0,0,0,2,39,316,21,75,220,0.06645569620253164
Tim Burchett,timburchett,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,On the Ballot,48.2,Yes,,,,,,,,,No,,,No,,,False,0,2,5,1,3,1,4,4,8,2,0,0,0,0,0,7,10,3637,680,1166,1791,0.18696728072587296
Vito Sagliano,VitoForCongress,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.8,No,,,,,,,,,No,,,No,,,False,0,8,0,2,5,0,2,4,3,1,0,1,1,1,0,9,7,1363,331,471,561,0.24284666177549524
Hank Hamblin,,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.9,No,,,,,,,,,No,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ashley Nickloes,Ashley_Nickloes,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,11.0,No,,,,,,,,,No,,,Yes,,,False,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,4,1,142,4,21,117,0.028169014084507043
C. David Stansberry,,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.7,No,,,,,,,,,No,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Glen Dean,GlenDean1,,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Lost,None,None,44.1,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.5
Jody Ball,jballcampaign,,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Advanced,None,On the Ballot,55.9,Yes,,,,,,,,,,,,,,,False,0,1,0,0,3,0,1,0,3,0,0,0,0,0,0,0,9,255,20,68,167,0.0784313725490196
Judd Matheny,judd4congress,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,15.9,No,,,,,,No,,,,Yes,,,,,False,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,29,6,8,15,0.20689655172413796
Robert Ewing Corlew,BobCorlewTN,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,31.1,No,,,,,,Yes,,,,No,,,,,False,1,8,1,7,25,0,0,15,4,0,0,0,0,0,0,5,68,238,37,53,148,0.15546218487394958
John Rose,JohnRoseforTN,RepJohnRose,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,On the Ballot,41.3,Yes,,,,,,No,,,,No,,,,,False,0,13,4,12,50,5,13,23,7,0,0,0,0,0,0,6,104,709,67,167,475,0.09449929478138223
Christopher Monday,Monday4Congress,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,2.8,No,,,,,,No,,,,No,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"LaVern ""U-Turn LaVern"" Vivio",,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,8.8,No,,,,,,No,,,,No,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Green,RepMarkGreen,drmarkgreen4TN,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,Yes,,Yes,,,,,False,2,3,5,2,3,1,3,5,10,0,0,0,0,0,0,13,33,288,26,52,210,0.09027777777777778
Marsha Blackburn,MarshaBlackburn,VoteMarsha,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Advanced,None,On the Ballot,84.5,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,,False,6,52,41,51,163,71,13,99,107,0,3,4,4,4,0,82,528,3310,522,891,1897,0.15770392749244713
Aaron Pettigrew,alpettigrew1,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,15.5,No,,No,No,No,,,No,No,No,,,,,,False,0,22,2,11,25,2,9,11,14,2,0,0,0,0,0,15,59,1356,228,798,330,0.16814159292035402
Rick Seeberger,SEEBERGER4USC,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,On the Ballot,69.35,Yes,,,,,,,,,,,,,,,False,0,10,18,8,30,5,10,41,24,1,1,0,0,0,0,1,7,345,33,109,203,0.09565217391304348
Alia Garcia-Ureste,AliaUreste,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,30.65,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0.0
Kevin Roberts,RobertsForTexas,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,Lost,None,33.03,No,,,,,Yes,,,,,,No,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daniel Crenshaw,dancrenshawtx,repdancrenshaw,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,27.42,Yes,,,,,No,,,,,,Yes,,,,False,1,5,3,0,13,3,2,5,8,0,0,0,0,0,0,13,11,312,33,82,197,0.10576923076923077
David Balat,DavidBalatCD2,DavidBalatHC,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,0.75,No,,,,,No,,No,,,,No,,,,False,0,4,473,0,10,0,7,4,11,1,2,0,0,0,0,123,20,1524,578,630,316,0.3792650918635169
Malcolm Whittaker,,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,0.7,No,,,,,No,,No,,,,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rick Walker,RickWalkerTX,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,7.18,No,,,,,No,,No,,,,No,,,,False,0,4,4,18,15,1,2,3,3,0,3,0,0,0,0,6,16,677,103,279,295,0.15214180206794686
Kathaleen Wall,WallforTX,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,27.08,No,,,,,No,,Yes,,,,No,,,,False,1,6,2,11,12,1,9,10,4,0,1,0,0,0,0,6,11,370,30,74,266,0.08108108108108109
Justin Lurie,LurieforHouston,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,0.92,No,,,,,No,,No,,,,No,,,,False,0,32,9,2,43,4,3,5,6,0,9,1,1,1,0,7,63,886,287,348,251,0.3239277652370203
Jon Spiers,drjonspiers,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,0.9,No,,,,,No,,No,,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jonny Havens,Havens4Congress,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,2.02,No,,,,,No,,No,,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
Matt McCall,VoteMattMcCall,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,None,16.93,No,,,,,,No,,No,,No,No,,,No,False,0,3,0,1,3,0,0,4,1,0,2,0,0,0,0,2,14,106,23,41,42,0.2169811320754717
Chip Roy,chiproytx,RepChipRoy,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,27.06,Yes,,,,,,Yes,,Yes,,Yes,Yes,,,No,False,4,13,82,5,53,5,4,3,11,0,3,0,0,0,0,92,10,2002,382,788,832,0.1908091908091908
Francisco Canseco,QuicoCanseco,cansecotx23,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,3.47,No,,,,,,No,,No,,No,No,,,No,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jason Isaac,ISAACforTexas,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,10.04,No,,,,,,No,,No,,No,No,,,No,False,0,3,3,3,6,0,3,3,7,0,1,0,0,0,0,4,5,348,31,88,229,0.08908045977011493
Susan Narvaiz,susannarvaiz,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,3.79,No,,,,,,No,,No,,No,No,,,No,False,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,4,6,137,5,19,113,0.0364963503649635
Eric Burkhart,EBforCongress,mukhabaratbaby,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.01,No,,,,,,No,,No,,No,No,,,No,False,0,0,0,0,14,0,0,3,3,3,1,1,1,2,1,2,26,195,63,86,46,0.3230769230769231
Autry Pruitt,Autry,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,0.63,No,,,,,,No,,No,,No,No,,,No,False,0,22,6,3,12,11,6,4,8,8,0,1,1,1,1,6,124,1314,487,631,196,0.3706240487062405
Robert Stovall,RobertStovall_,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,4.76,No,,,,,,No,,No,,No,No,,,No,False,0,0,1,1,2,4,0,2,2,0,0,0,0,0,0,0,28,133,37,38,58,0.2781954887218045
Ivan Andarza,Andarzalaw,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,0.13,No,,,,,,No,,No,,No,No,,,No,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,3,0.3
Ryan Krause,,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,3.2,No,,,,,,No,,No,,No,No,,,No,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jenifer Sarver,utsarver,sarverfortexas,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,5.61,No,,,,,,No,,No,,No,No,,,No,False,0,3,2,2,1,3,3,0,0,0,2,2,2,2,0,3,2,498,51,117,330,0.10240963855421686
Mauro Garza,,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,0.92,No,,,,,,No,,No,,No,No,,,No,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Foster Hagen,,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,0.55,No,,,,,,No,,No,,No,No,,,No,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
William Negley,wwnegley,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,15.55,No,,,,,,No,,No,,No,No,,,Yes,False,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,8,108,19,41,48,0.17592592592592593
Al Poteet,Poteet4Congress,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.81,No,,,,,,No,,No,,No,No,,,No,False,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,0.25
Samuel Temple,samuelrtemple,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.42,No,,,,,,No,,No,,No,No,,,No,False,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,5,57,16,29,12,0.2807017543859649
Peggy Wardlaw,,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.79,No,,,,,,No,,No,,No,No,,,No,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Anthony White,TonyWhiteUSMC,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,1.33,No,,,,,,No,,No,,No,No,,,No,False,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,86,18,29,39,0.20930232558139536
Michael Cloud,MichaelJCloud,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,33.83,Yes,,,,,,,,Yes,No,Yes,Yes,,,,False,3,0,5,2,7,0,0,0,2,0,0,0,0,0,0,2,1,163,12,44,107,0.0736196319018405
Bech Bruun,bechforcongress,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,None,36.09,No,,,,,,,,No,Yes,No,No,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Mapp,ckmappforuscon1,c_mapp,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,12.14,No,,,,,,,,No,No,No,No,,,,False,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,6,57,21,22,14,0.3684210526315789
John Grunwald,,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,6.86,No,,,,,,,,No,No,No,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eddie Gassman,,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,2.8,No,,,,,,,,No,No,No,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jerry Hall,,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,8.27,No,,,,,,,,No,No,No,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Phillip Aronoff,Aronoff4USRep,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,38.6,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carmen Maria Montiel,CarmenMaMontiel,Carmen4Congress,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,Lost,None,23.58,No,,,,,,,,,,,,,,,False,0,3,3,0,4,4,2,1,1,0,1,0,0,0,1,10,17,596,136,258,202,0.22818791946308725
Robert Schafranek,,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,16.73,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jaimy Blanco,blanco4congress,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,21.08,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0.2
Van Taylor,vantaylortx,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,None,On the Ballot,84.68,Yes,,,,,,,,Yes,,,,,,,False,1,0,2,1,2,0,6,11,11,0,0,0,0,0,0,10,0,483,31,87,365,0.06418219461697723
David Niederkorn,DC4TX3,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,9.39,No,,,,,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,6,11,11,0.21428571428571427
Alex Donkervoet,AlexDonkervoet,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,5.93,No,,,,,,,,No,,,,,,,False,0,5,4,1,3,0,1,0,3,0,3,0,0,0,0,3,18,119,37,56,26,0.3109243697478992
David Smalling,SmallingforCD35,,TX,U.S. House Texas District 35,Representative,Regular,3/6/18,Advanced,None,On the Ballot,53.3,Yes,,,,,,,,,,,,,,,False,0,2,0,0,5,1,0,3,3,0,0,0,0,0,0,1,3,113,21,45,47,0.18584070796460175
SK Alexander,SKforCongress,,TX,U.S. House Texas District 35,Representative,Regular,3/6/18,Lost,None,None,46.7,No,,,,,,,,,,,,,,,False,0,6,2,1,7,0,2,2,2,0,3,0,0,0,0,2,0,63,27,30,6,0.42857142857142855
Lance Gooden,Lancegooden,RepLanceGooden,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,29.97,Yes,,,,,,No,No,No,No,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bunni Pounds,bunnipounds,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,Lost,None,21.95,No,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,False,5,12,2,16,9,11,3,9,3,0,0,0,0,0,0,21,36,698,61,141,496,0.08739255014326648
Charles Lingerfelt,ClingerUSA,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,1.75,No,,,,,,No,No,No,No,,No,,,,False,0,11,4,4,9,19,0,2,5,2,0,0,0,0,0,6,96,720,274,282,164,0.3805555555555555
Kenneth Sheets,KennethFSheets,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,11.99,No,,,,,,No,No,No,No,,No,,,,False,0,1,1,2,9,1,3,4,9,0,1,0,0,0,0,4,11,201,24,72,105,0.11940298507462685
Sam Deen,samdeentx,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,17.16,No,,,,,,No,No,No,No,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Campbell,DannyCCampbell,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,3.02,No,,,,,,No,No,No,No,,No,,,,False,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,69,21,33,15,0.3043478260869565
David Williams,,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,2.73,No,,,,,,No,No,No,No,,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jason Wright,JasonWrightTX,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,11.42,No,,,,,,No,No,No,No,,No,,,,False,0,4,1,2,3,0,0,2,0,0,0,0,0,0,0,4,0,70,8,12,50,0.11428571428571427
Jake Ellzey,JakeEllzey,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,None,21.76,No,,,,,,No,,No,,,No,,,,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,140,11,51,78,0.07857142857142857
Ronald Wright,ron4congress,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,45.15,Yes,,,,,,Yes,,Yes,,,Yes,,,,False,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,61,4,10,47,0.06557377049180327
Ken Cope,CopeTexas,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,7.7,No,,,,,,No,,No,,,No,,,,False,0,0,1,4,15,0,1,0,0,1,0,0,0,0,0,0,26,132,35,49,48,0.26515151515151514
Deborah Gagliardi,DrgCongress,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,3.65,No,,,,,,No,,No,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0.5
Shawn Dandridge,ShawnDandridge,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,1.13,No,,,,,,No,,No,,,No,,,,False,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,18,6,10,2,0.3333333333333333
Mark Mitchell,MitchellMonte,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,4.68,No,,,,,,No,,No,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Troy Ratterree,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,4.04,No,,,,,,No,,No,,,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mel Hassell,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,0.58,No,,,,,,No,,No,,,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kevin Harrison,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,3.85,No,,,,,,No,,No,,,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Thomas Dillingham,tdilling,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,1.18,No,,,,,,No,,No,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shannon Dubberly,Dubberly4TX6,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,6.28,No,,,,,,No,,No,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,0.25
